,class,family,name_vi,order,species,url
173,Cây thuốc,Vương tôn Trilliaceae,Bảy lá một hoa,Củ nâu Dioscoreales,Paris polyphylla,./chitiet.php?page=4&loai=2&ID=3269
174,Cây gỗ trung bình,Màn màn Capparaceae,Bún,Màn màn Capparales,Crataeva roxburghii,./chitiet.php?page=4&loai=2&ID=2477
175,Cây thuốc,Cam Rutaceae,Bưởi,Cam Rutales,Citrus grandis,./chitiet.php?page=4&loai=2&ID=2106
176,Cây gỗ nhỏ,Cam Rutaceae,Bưởi bung,Cam Rutales,Acronychia pedunculata,./chitiet.php?page=4&loai=2&ID=3374
177,Cây thuốc,Mộc hương Aristolochiaceae,Biến hóa núi cao,Mộc hương Aristolochiales,Asarum balansae,./chitiet.php?page=4&loai=2&ID=3025
178,Cây gỗ trung bình,Giẻ Fagaceae,Cà ổi đài loan,Giẻ Fagales,Castanopsis formosana,./chitiet.php?page=4&loai=2&ID=3756
179,Cây gỗ trung bình,Giẻ Fagaceae,Cà ổi lá đỏ,Giẻ Fagales,Castanopsis hystrix,./chitiet.php?page=4&loai=2&ID=3772
180,Cây gỗ trung bình,Giẻ Fagaceae,Cà ổi lá nhỏ,Giẻ Fagales,Castanopsis echidnocarpa,./chitiet.php?page=5&loai=2&ID=3765
181,Cây gỗ trung bình,Giẻ Fagaceae,Cà ổi nhỏ,Giẻ Fagales,Castanopsis carlesii,./chitiet.php?page=5&loai=2&ID=3779
182,Cây gỗ trung bình,Giẻ Fagaceae,Cà ổi quả to,Giẻ Fagales,Castanopsis kawakamii,./chitiet.php?page=5&loai=2&ID=3760
183,Cây gỗ lớn,Giẻ Fagaceae,Cà ổi tháp,Giẻ Fagales,Castanopsis pyriformis,./chitiet.php?page=5&loai=2&ID=3767
184,Cây gỗ trung bình,Giẻ Fagaceae,Cà ổi vọng phu,Giẻ Fagales,Castanopsis ferox,./chitiet.php?page=5&loai=2&ID=3764
185,Cây gỗ lớn,Dầu Dipterocarpaceae,Cà chắc,Bông Malvales,Shorea obtusa,./chitiet.php?page=5&loai=2&ID=3691
186,Cây gỗ trung bình,Cỏ roi ngựa Verbenaceae,Cà diện,Hoa môi Lamiales,Karomia fragrans,./chitiet.php?page=5&loai=2&ID=3814
187,Cây gỗ lớn,Côm Elaeocarpaceae,Cà na,Bông Malvales,Elaeocarpus hydrophilus,./chitiet.php?page=5&loai=2&ID=2525
188,Cây gỗ nhỏ,Trúc đào Apocynaceae,Cô quạ,Long đởm Gentianales,Trachelospermum bessonii,./chitiet.php?page=5&loai=2&ID=3085
189,Cây gỗ trung bình,Côm Elaeocarpaceae,Côm đồng nai,Bông Malvales,Elaeocarpus tectorius,./chitiet.php?page=5&loai=2&ID=2018
190,Cây gỗ nhỏ,Côm Elaeocarpaceae,Côm duyên hải,Bông Malvales,Elaeocarpus macroceras,./chitiet.php?page=5&loai=2&ID=2267
191,Cây gỗ nhỏ,Côm Elaeocarpaceae,Côm hải nam,Bông Malvales,Elaeocarpus hainanensis,./chitiet.php?page=5&loai=2&ID=2524
192,Cây gỗ trung bình,Côm Elaeocarpaceae,Côm hoa lớn,Bông Malvales,Elaeocarpus grandiflorus,./chitiet.php?page=5&loai=2&ID=2523
193,Cây gỗ trung bình,Côm Elaeocarpaceae,Côm lá thon,Bông Malvales,Elaeocarpus lanceifolius,./chitiet.php?page=5&loai=2&ID=2526
194,Cây gỗ nhỏ,Côm Elaeocarpaceae,Côm nước,Bông Malvales,Elaeocarpus stapfianus,./chitiet.php?page=5&loai=2&ID=2527
195,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Cách hoa petelot,Thầu dầu Euphorbiales,Cleistanthus petelotii,./chitiet.php?page=5&loai=2&ID=3055
196,Cây gỗ lớn,Cám Chrysobalanaceae,Cám,Hoa hồng Rosales,Parinari annamense,./chitiet.php?page=5&loai=2&ID=2486
197,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Cánh diều,Thầu dầu Euphorbiales,Melanolepis vitifolia,./chitiet.php?page=5&loai=2&ID=2553
198,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Cánh kiến,Thầu dầu Euphorbiales,Mallotus philippinensis,./chitiet.php?page=5&loai=2&ID=2552
199,Cây gỗ nhỏ,Màn màn Capparaceae,Cáp gai đen,Màn màn Capparales,Capparis zeylanica,./chitiet.php?page=5&loai=2&ID=2511
200,Cây thuốc,Màn màn Capparaceae,Cáp gai nhỏ,Màn màn Capparales,Capparis micrantha,./chitiet.php?page=5&loai=2&ID=3516
201,Cây gỗ nhỏ,Đỗ quyên Ericaceae,Cáp mộc,Đỗ quyên Ericales,Craibiodendron stellatum,./chitiet.php?page=5&loai=2&ID=3063
202,Cây leo thân gỗ,Màn màn Capparaceae,Cáp trung bộ,Màn màn Capparales,Capparis annamensis,./chitiet.php?page=5&loai=2&ID=3561
203,Cây thuốc,Hoa chuông Campanulaceae,Cát cánh,Hoa chuông Campanulales,Platycodon grandiforum,./chitiet.php?page=5&loai=2&ID=2556
204,Cây thuốc,Đậu Fabaceae,Cát sâm,Đậu Fabales,Callerya speciosa,./chitiet.php?page=5&loai=2&ID=3788
205,Cây gỗ nhỏ,Đay Tiliaceae,Cọ mai nháp lá nhỏ,Bông Malvales,Colona poilanei,./chitiet.php?page=5&loai=2&ID=3058
206,Cây gỗ trung bình,Trám Burseraceae,Cọ phèn,Cam Rutales,Protium serratum,./chitiet.php?page=5&loai=2&ID=3734
207,Cây thuốc,Rau dền Amaranthaceae,Cỏ xước,Cẩm chướng Caryophyllales,Achyranthes aspera,./chitiet.php?page=5&loai=2&ID=2347
208,Cây thuốc,Bông Malvaceae,Cối xay,Bông Malvales,Abutilon indicum,./chitiet.php?page=5&loai=2&ID=2346
209,Cây gỗ nhỏ,Bứa Clusiaceae,Cồng poilane,Chè Theales,Calophyllum poilanei,./chitiet.php?page=5&loai=2&ID=3985
210,Cây gỗ trung bình,Rau răm Polygonaceae,Củ cốt khí,Rau răm Polygonales,Reynoutria japonica,./chitiet.php?page=5&loai=2&ID=3172
211,Cây thuốc,Tiết dê Menispermaceae,Củ dòm,Mao lương Ranunculales,Stephania dielsiana,./chitiet.php?page=5&loai=2&ID=3188
212,Cây thuốc,Củ nâu Dioscoreaceae,Củ mài gừng,Củ nâu Dioscoreales,Dioscorea zingiberensis,./chitiet.php?page=5&loai=2&ID=3252
213,Cây gỗ lớn,Thầu dầu Euphorbiaceae,Cựa gà mũi mác,Thầu dầu Euphorbiales,Cleidion brevipetiolatum,./chitiet.php?page=5&loai=2&ID=2514
214,Cây leo thân gỗ,Cà phê Rubiaceae,Câu đằng lá to,Long đởm Gentianales,Uncaria macrophylla,./chitiet.php?page=5&loai=2&ID=3471
215,Cây thuốc,Cà Solanaceae,Câu kỷ,Cà Solanales,Lycium chinense,./chitiet.php?page=5&loai=2&ID=3464
216,Cây gỗ nhỏ,Cà phê Rubiaceae,Cây a lây đỏ,Long đởm Gentianales,Alleizettalla rubra,./chitiet.php?page=5&loai=2&ID=3010
217,Cây gỗ trung bình,Long não Lauraceae,Cây ô dước nam,Long não Laurales,Lindera myrrha,./chitiet.php?page=5&loai=2&ID=3120
218,Cây gỗ nhỏ,Ô rô bà Aucubaceae,Cây ô rô bà,Thù du Cornales,Aucuba japonica,./chitiet.php?page=5&loai=2&ID=3028
219,Cây thuốc,Ô rô Acanthaceae,Cây ắc ó,Hoa mõm sói Scrophulariales,Acanthus integrifolius,./chitiet.php?page=5&loai=2&ID=2179
220,Cây thuốc,Vòi voi Boraginaceae,Cây se,Vòi voi Boraginales,Symphytum officinale,./chitiet.php?page=5&loai=2&ID=2565
221,Cây gỗ lớn,Dâu tằm Moraceae,Cây si,Gai Urticales,Ficus retusa,./chitiet.php?page=5&loai=2&ID=2534
222,Cây gỗ lớn,Dâu tằm Moraceae,Cây vả,Gai Urticales,Ficus auriculata,./chitiet.php?page=5&loai=2&ID=2533
223,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Cù đèn đà nẵng,Thầu dầu Euphorbiales,Croton touranensis,./chitiet.php?page=5&loai=2&ID=3065
224,Cây gỗ trung bình,Bồ hòn Sapindaceae,Cò kén,Bồ hòn Sapindales,Pavieasia annamensis,./chitiet.php?page=5&loai=2&ID=3155
225,Cây ngập mặn,Bàng Combretaceae,Cóc đỏ,Sim Myrtales,Lumnitzera littorea,./chitiet.php?page=6&loai=2&ID=3122
226,Cây gỗ nhỏ,Đào lộn hột Anacardiaceae,Cóc chuột,Cam Rutales,Lannea coromandelica,./chitiet.php?page=6&loai=2&ID=2075
227,Cây ngập mặn,Bàng Combretaceae,Cóc hồng,Sim Myrtales,Lumnitzera rosea,./chitiet.php?page=6&loai=2&ID=3950
228,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Cóc rừng,Cam Rutales,Spondia pinnata,./chitiet.php?page=6&loai=2&ID=2078
229,Cây ngập mặn,Bàng Combretaceae,Cóc trắng,Sim Myrtales,Lumnitzera racemosa,./chitiet.php?page=6&loai=2&ID=3899
230,Cây thân rỗng,Cói Cyperaceae,Cói rừng việt nam,Cói Cyperales,Thoracostachyum vietnamense,./chitiet.php?page=6&loai=2&ID=3299
231,Cây gỗ trung bình,Cói Cyperaceae,Cói túi ba vì,Cói Cyperales,Carex bavicola,./chitiet.php?page=6&loai=2&ID=3232
232,Cây gỗ trung bình,Cói Cyperaceae,Cói túi cúc phương,Cói Cyperales,Carex tronii,./chitiet.php?page=6&loai=2&ID=3234
233,Cây gỗ trung bình,Cói Cyperaceae,Cói túi hà tuyên,Cói Cyperales,Carex hatuyenensis,./chitiet.php?page=6&loai=2&ID=3233
234,Cây thân rỗng,Cói Cyperaceae,Cói tơ nhiều bông,Cói Cyperales,Eriophorum comosum,./chitiet.php?page=6&loai=2&ID=3255
235,Cây gỗ lớn,Đậu Fabaceae,Căm xe,Đậu Fabales,Xylia xylocarpa,./chitiet.php?page=6&loai=2&ID=2573
236,Cây thuốc,Cam Rutaceae,Cam biển,Cam Rutales,Limnocitrus littorale,./chitiet.php?page=6&loai=2&ID=3665
237,Cây thuốc,Cúc Asteraceae,Cam chày,Cúc Asterales,Camchaya loloana,./chitiet.php?page=6&loai=2&ID=3045
238,Cây gỗ trung bình,Cỏ roi ngựa Verbenaceae,Cam tảo,Hoa môi Lamiales,Teijsmanniodendron sarawakanum,./chitiet.php?page=6&loai=2&ID=2361
239,Cây gỗ trung bình,Thiên lý Asclepiadaceae,Cam thảo đá bia,Long đởm Gentianales,Telosma procumbens,./chitiet.php?page=6&loai=2&ID=3199
240,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Cao su,Thầu dầu Euphorbiales,Hevea brasilinesis,./chitiet.php?page=6&loai=2&ID=2541
241,Cây thuốc,Gai mèo Cannabaceae,Cần sa,Hoa hồng Rosales,Cannabis sativa,./chitiet.php?page=6&loai=2&ID=3493
242,Cây thuốc,Cam Rutaceae,Cần thăng,Cam Rutales,Limonia acidissima,./chitiet.php?page=6&loai=2&ID=2404
243,Cây gỗ trung bình,Phong lan Orchidaceae,Cầu điệp evrard,Phong lan Orchidales,Bulbophyllum evrardii,./chitiet.php?page=6&loai=2&ID=3227
244,Cây gỗ trung bình,Phong lan Orchidaceae,Cầu điệp tixier,Phong lan Orchidales,Bulbophyllum tixieri,./chitiet.php?page=6&loai=2&ID=3229
245,Cây thuốc,Ô rô Acanthaceae,Cẩm,Hoa mõm sói Scrophulariales,Peristrophe bivalvis,./chitiet.php?page=6&loai=2&ID=2365
246,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù,Long đởm Gentianales,Hoya carnosa,./chitiet.php?page=6&loai=2&ID=2307
247,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù cuống dài,Long đởm Gentianales,Hoya longipendunculata,./chitiet.php?page=6&loai=2&ID=3682
248,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù ký sinh,Long đởm Gentianales,Hoya parasitica,./chitiet.php?page=6&loai=2&ID=3668
249,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù lá thuôn nhọn,Long đởm Gentianales,Hoya oblongacutifolia,./chitiet.php?page=6&loai=2&ID=3676
250,Cây thuốc,Thiên lý Asclepiadaceae,Cẩm cù lá xoan,Long đởm Gentianales,Hoya pubens,./chitiet.php?page=6&loai=2&ID=2130
251,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù lộc,Long đởm Gentianales,Hoya lockii,./chitiet.php?page=6&loai=2&ID=3675
252,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù nhiều hoa,Long đởm Gentianales,Hoya multiflora,./chitiet.php?page=6&loai=2&ID=3462
253,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cù xoan ngược,Long đởm Gentianales,Hoya obovata,./chitiet.php?page=6&loai=2&ID=3603
254,Cây phụ sinh,Thiên lý Asclepiadaceae,Cẩm cu balansa,Long đởm Gentianales,Hoya balansaes,./chitiet.php?page=6&loai=2&ID=3678
255,Cây gỗ trung bình,Đậu Fabaceae,Cẩm lai,Đậu Fabales,Dalbergia oliveri,./chitiet.php?page=6&loai=2&ID=3758
256,Cây gỗ lớn,Đậu Fabaceae,Cẩm lai bà rịa,Đậu Fabales,Dalbergia bariaensis,./chitiet.php?page=6&loai=2&ID=3068
257,Cây gỗ nhỏ,Đậu Fabaceae,Cẩm lai vú,Đậu Fabales,Dalbergia mammosa,./chitiet.php?page=6&loai=2&ID=3069
258,Cây gỗ trung bình,Dầu Dipterocarpaceae,Cẩm liên,Bông Malvales,Shorea siamensis,./chitiet.php?page=6&loai=2&ID=3556
259,Cây gỗ nhỏ,Thị Ebenaceae,Cẩm thị,Thị Ebenales,Diospyros maritima,./chitiet.php?page=6&loai=2&ID=2520
260,Cây thuốc,Cẩu tích Dicksoniaceae,Cẩu tích,Cẩu tích Dicksoniales,Cibotium barometz,./chitiet.php?page=6&loai=2&ID=3336
261,Cây thuốc,Cúc Asteraceae,Cúc ánh lệ,Cúc Asterales,Ainsliaea petelotii,./chitiet.php?page=6&loai=2&ID=3731
262,Cây thuốc,Cúc Asteraceae,Cúc bông,Cúc Asterales,Leontopodium subulatum,./chitiet.php?page=6&loai=2&ID=3732
263,Cây gỗ nhỏ,Cúc Asteraceae,Cúc bạc,Cúc Asterales,Vernonia volkameriaefolia,./chitiet.php?page=6&loai=2&ID=3740
264,,Cúc Asteraceae,Cúc bạc đầu,Cúc Asterales,Vernonia bonapartei,./chitiet.php?page=6&loai=2&ID=3748
265,Cây thuốc,Cúc Asteraceae,Cúc dùi trống nhỏ,Cúc Asterales,Myriactis delavayi,./chitiet.php?page=6&loai=2&ID=3742
266,Cây thuốc,Cúc Asteraceae,Cúc gai,Cúc Asterales,Cirsium leducei,./chitiet.php?page=6&loai=2&ID=3802
267,Cây thuốc,Cúc Asteraceae,Cúc hồng đào,Cúc Asterales,Camchaya eberhardtii,./chitiet.php?page=6&loai=2&ID=3725
268,Cây gỗ nhỏ,Cúc Asteraceae,Cúc hồng đào kampot,Cúc Asterales,Camchaya kampotensis,./chitiet.php?page=6&loai=2&ID=3044
269,Cây thuốc,Cúc Asteraceae,Cúc hoa râu,Cúc Asterales,Tricholepis karensium,./chitiet.php?page=6&loai=2&ID=3745
270,Cây thuốc,Cúc Asteraceae,Cúc sợi tím,Cúc Asterales,Centratherum intermedium,./chitiet.php?page=7&loai=2&ID=3425
271,Cây gỗ lớn,Hồ đào Juglandaceae,Cơi,Hồ đào Juglandales,Pterocarya tonkinensis,./chitiet.php?page=7&loai=2&ID=2152
272,Cây thuốc,Cơm cháy Caprifoliaceae,Cơm cháy hooker,Tục đoạn Dipsacales,Sambucus hookerii,./chitiet.php?page=7&loai=2&ID=2143
273,Cây thuốc,Ráy Araceae,Cơm lênh nhỏ,Ráy Areales,Pothos kerrii,./chitiet.php?page=7&loai=2&ID=3282
274,Cây gỗ trung bình,Du Ulmaceae,Cơm nguội,Gai Urticales,Celtis sinensis,./chitiet.php?page=7&loai=2&ID=3448
275,Cây gỗ trung bình,Mùng quân Flacourtiaceae,Cườm đỏ,Thường sơn Hydrangeales,Itoa orientalis,./chitiet.php?page=7&loai=2&ID=3114
276,Cây leo thân gỗ,Ngũ gia bì Araliaceae,Chân chim leo,Hoa tán Apiales,Schefflera elliptica,./chitiet.php?page=7&loai=2&ID=2144
277,Cây gỗ nhỏ,Ngũ gia bì Araliaceae,Chân chim tám lá,Hoa tán Apiales,Schefflera octophyllia,./chitiet.php?page=7&loai=2&ID=2145
278,Cây gỗ nhỏ,Dây gối Celastraceae,Chân danh,Dây gối Celastrales,Euonymus incertus,./chitiet.php?page=7&loai=2&ID=3087
279,Cây thuốc,Đỗ quyên Ericaceae,Châu thụ,Đỗ quyên Ericales,Gaultheria fragantissima,./chitiet.php?page=7&loai=2&ID=3472
280,Cây thuốc,Hoa môi Laminaceae,Chùa dù,Hoa môi Lamiales,Elsholtzia penduliflora,./chitiet.php?page=7&loai=2&ID=3079
281,Cây thuốc,Lạc tiên Passifloraceae,Chùm bao,Hoa tím Violales,Passiflora foetida,./chitiet.php?page=7&loai=2&ID=3538
282,Khác,Tầm gửi Loranthaceae,Chùm gửi trung bộ,Đàn hương Santalales,Helixanthera annamica,./chitiet.php?page=7&loai=2&ID=3101
283,Cây thuốc,Chùm ngây Moringaceae,Chùm ngây,Chùm ngây Moringales,Moringa oleifera,./chitiet.php?page=7&loai=2&ID=2490
284,Cây thuốc,Thầu dầu Euphorbiaceae,Chùm ruột,Thầu dầu Euphorbiales,Phyllanthus acidus,./chitiet.php?page=7&loai=2&ID=2070
285,Cây gỗ lớn,Hồ đào Juglandaceae,Chò đãi,Hồ đào Juglandales,Annamocarya sinensis,./chitiet.php?page=7&loai=2&ID=3015
286,Cây gỗ lớn,Dầu Dipterocarpaceae,Chò đen,Bông Malvales,Parashorea stellata,./chitiet.php?page=7&loai=2&ID=3741
287,Cây gỗ lớn,Dầu Dipterocarpaceae,Chò chỉ tàu,Bông Malvales,Parashorea chinensis,./chitiet.php?page=7&loai=2&ID=3153
288,Cây gỗ lớn,Dầu Dipterocarpaceae,Chò chai,Bông Malvales,Hopea recopei,./chitiet.php?page=7&loai=2&ID=3878
289,Cây gỗ lớn,Dầu Dipterocarpaceae,Chò nâu,Bông Malvales,Dipterocarpus retusus,./chitiet.php?page=7&loai=2&ID=3737
290,Cây gỗ lớn,Chò nước Platanaceae,Chò nước,Sau sau Hamamelidales,Platanus kerrii,./chitiet.php?page=7&loai=2&ID=3160
291,Cây thuốc,Thầu dầu Euphorbiaceae,Chòi mòi,Thầu dầu Euphorbiales,Antidesma ghaesembilla,./chitiet.php?page=7&loai=2&ID=2498
292,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Chòi mòi henry,Thầu dầu Euphorbiales,Antidesma henryi,./chitiet.php?page=7&loai=2&ID=2500
293,Cây thuốc,Thầu dầu Euphorbiaceae,Chòi mòi tía,Thầu dầu Euphorbiales,Antidesma bunius,./chitiet.php?page=7&loai=2&ID=2497
294,Cây thuốc,Thầu dầu Euphorbiaceae,Chòi mòi trắng,Thầu dầu Euphorbiales,Antidesma gracile,./chitiet.php?page=7&loai=2&ID=2499
295,Cây gỗ trung bình,Dầu Dipterocarpaceae,Chai lá cong,Bông Malvales,Shorea falcata,./chitiet.php?page=7&loai=2&ID=3181
296,Cây gỗ trung bình,Đào lộn hột Anacardiaceae,Chang chang,Cam Rutales,Pentaspadon annamense,./chitiet.php?page=7&loai=2&ID=3137
297,Cây gỗ lớn,Sau sau Hamamelidaceae,Chắp tay bắc bộ,Sau sau Hamamelidales,Symingtonia tonkinensis,./chitiet.php?page=7&loai=2&ID=2176
298,Cây gỗ nhỏ,Chẹo thui Proteaceae,Chẹo thui lá to,Chẹo thui Proteales,Helicia grandifolia,./chitiet.php?page=7&loai=2&ID=3100
299,Cây gỗ trung bình,Dâu tằm Moraceae,Chay lá to,Gai Urticales,Artocarpus lakoocha,./chitiet.php?page=7&loai=2&ID=3535
300,Cây gỗ trung bình,Bàng Combretaceae,Chiêu liêu nước,Sim Myrtales,Terminalia calamansanai,./chitiet.php?page=7&loai=2&ID=2089
301,Cây gỗ lớn,Bàng Combretaceae,Chiêu liêu nghệ,Sim Myrtales,Terminalia nigrovenulosa,./chitiet.php?page=7&loai=2&ID=3279
302,Cây gỗ nhỏ,Lộc vừng Lecythidaceae,Chiếc nước,Lộc vừng Lecythidales,Barringtonia racemosa,./chitiet.php?page=7&loai=2&ID=3954
303,Cây gỗ nhỏ,Thầu dầu Euphorbiaceae,Chiết cành,Thầu dầu Euphorbiales,Mallotus glabriusculus,./chitiet.php?page=7&loai=2&ID=2551
304,Cây leo thân gỗ,Mộc hương Aristolochiaceae,Chu sa liên,Mộc hương Aristolochiales,Aristolochia tuberosa,./chitiet.php?page=7&loai=2&ID=3024
305,Cây gỗ nhỏ,Chuông đài Bretschneiderceae,Chuông đài,Bồ hòn Sapindales,Bretschneidera sinensis,./chitiet.php?page=7&loai=2&ID=3036
306,Cây cảnh,Chuối Musaceae,Chuối cô đơn,Chuối Musales,Ensete glaucum,./chitiet.php?page=7&loai=2&ID=2249
307,Cây leo thân gỗ,Na Annonaceae,Chuối con chồng,Na Annonales,Uvaria grandiflora,./chitiet.php?page=7&loai=2&ID=2261
308,Cây gỗ nhỏ,Mộc thông Icacinaceae,Cuống vàng,Dây gối Celastrales,Gonocaryum lobbianum,./chitiet.php?page=7&loai=2&ID=2608
309,Cây ngập mặn,Đước Rhizophoraceae,Dà,Sim Myrtales,Ceriops tagal,./chitiet.php?page=7&loai=2&ID=3367
310,Cây ngập mặn,Đước Rhizophoraceae,Dà  đỏ,Sim Myrtales,Ceriops decandra,./chitiet.php?page=7&loai=2&ID=3366
311,Cây gỗ nhỏ,Cà phê Rubiaceae,Dành dành việt nam,Long đởm Gentianales,Rothmannia vietnamensis,./chitiet.php?page=7&loai=2&ID=3832
312,Cây gỗ lớn,Xoan Meliaceae,Dái ngựa,Cam Rutales,Swietenia macrophylla,./chitiet.php?page=7&loai=2&ID=3302
313,Cây thuốc,Lô hội Asphodelaceae,Dị ngụy thảo,Thủy tiên Amaryllidales,Thysanotus chinensis,./chitiet.php?page=7&loai=2&ID=3300
314,Cây thuốc,Dứa dại Pandanaceae,Dứa dại gỗ,Dứa dại Pandanales,Pandanus odoratissimus,./chitiet.php?page=7&loai=2&ID=3895
315,Cây thuốc,Phong lan Orchidaceae,Dực giác lá hình máng,Phong lan Orchidales,Pteroceras semiteretifolium,./chitiet.php?page=8&loai=2&ID=3283
316,Cây gỗ trung bình,Thầu dầu Euphorbiaceae,Dâu da,Thầu dầu Euphorbiales,Baccaurea ramiflora,./chitiet.php?page=8&loai=2&ID=2505
317,Cây gỗ trung bình,Tiết dê Menispermaceae,Dây đau xương,Mao lương Ranunculales,Tinospora sinensis,./chitiet.php?page=8&loai=2&ID=3203
318,Cây leo thân gỗ,Trúc đào Apocynaceae,Dây ê my,Long đởm Gentianales,Strophanthus gratus,./chitiet.php?page=8&loai=2&ID=2266
319,Cây ngập mặn,Đậu Fabaceae,Dây bánh dầy ấn độ,Đậu Fabales,Derris indica,./chitiet.php?page=8&loai=2&ID=3952
320,Cây thuốc,Bầu bi Cucurbitaceae,Dây bình tráp,Bầu bí Cucurbitales,Actinostemma tenerum,./chitiet.php?page=8&loai=2&ID=3004
321,Cây thuốc,Trúc đào Apocynaceae,Dây bói cá lông,Long đởm Gentianales,Xylinabariopsis xylinabariopsoides,./chitiet.php?page=8&loai=2&ID=3724
322,Cây leo thân gỗ,Thiên lý Asclepiadaceae,Dây cám pierre,Long đởm Gentianales,Sarcolobus pierrei,./chitiet.php?page=8&loai=2&ID=3721
323,Cây leo thân gỗ,Sổ Dilleniaceae,Dây chiều ấn độ,Sổ Dilleniales,Tetracera indica,./chitiet.php?page=8&loai=2&ID=2568
324,Cây leo thân gỗ,Sổ Dilleniaceae,Dây chiều hoa đỏ,Sổ Dilleniales,Tetracera scandens,./chitiet.php?page=8&loai=2&ID=2567
325,Cây leo thân gỗ,Sổ Dilleniaceae,Dây chiều không lông,Sổ Dilleniales,Tetracera loureiri,./chitiet.php?page=8&loai=2&ID=3991
326,Cây thuốc,Bàng Combretaceae,Dây giun,Sim Myrtales,Combretum indicum,./chitiet.php?page=8&loai=2&ID=2071
327,Cây gỗ nhỏ,Dây khế Connaraceae,Dây khế,Dây khế Connarales,Connarus cochinchinensis,./chitiet.php?page=8&loai=2&ID=2515
328,Cây leo thân gỗ,Trúc đào Apocynaceae,Dây mô,Long đởm Gentianales,Ixodonerium annamense,./chitiet.php?page=8&loai=2&ID=3694
329,Cây leo thân gỗ,Đậu Fabaceae,Dây móc mèo,Đậu Fabales,Caesalpinia nhatrangense,./chitiet.php?page=8&loai=2&ID=3040
330,Cây thuốc,Đậu Fabaceae,Dây mật,Đậu Fabales,Derris elliptica,./chitiet.php?page=8&loai=2&ID=2120
331,Cây leo thân gỗ,Trúc đào Apocynaceae,Dây nét nam,Long đởm Gentianales,Nouettea cochinchinensis,./chitiet.php?page=8&loai=2&ID=3698
332,Cây thuốc,,Dây thiên lý,Long đởm Gentianales,Telosma cordata,./chitiet.php?page=8&loai=2&ID=2076
333,Cây gỗ trung bình,Dây gối Celastraceae,Dây xàng lông,Dây gối Celastrales,Reissantia setulosa,./chitiet.php?page=8&loai=2&ID=3171
334,Cây thuốc,Dương đài Balanophoraceae,Dó đất đài rộng,Dương đài Balanophorales,Balanophora latisepala,./chitiet.php?page=8&loai=2&ID=3787
335,Cây hoại sinh,Dương đài Balanophoraceae,Dó đất cúc phương,Dương đài Balanophorales,Balanophora cucphuongensis,./chitiet.php?page=8&loai=2&ID=3030
